pacote,versao,local_lockfile,tipo,marcado_dev,opcional,candidato_windows_x64,script_instalacao_declarado,os_declarado,cpu_declarada,node_engines,origem_url,host_origem,integridade_algoritmo,categoria_avaliacao,pontos_para_revisao,cadeia_exemplo,situacao_nexus
cli-truncate,5.2.0,node_modules/cli-truncate,transitiva,true,false,true,false,,,>=20,https://registry.npmjs.org/cli-truncate/-/cli-truncate-5.2.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > cli-truncate@5.2.0,NAO_VERIFICADA
cli-width,4.1.0,node_modules/cli-width,transitiva,true,false,true,false,,,>= 12,https://registry.npmjs.org/cli-width/-/cli-width-4.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > @inquirer/confirm@5.1.21 > @inquirer/core@10.3.2 > cli-width@4.1.0,NAO_VERIFICADA
cliui,9.0.1,node_modules/cliui,transitiva,true,false,true,false,,,>=20,https://registry.npmjs.org/cliui/-/cliui-9.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > yargs@18.0.0 > cliui@9.0.1,NAO_VERIFICADA
color-convert,2.0.1,node_modules/color-convert,transitiva,true,false,true,false,,,>=7.0.0,https://registry.npmjs.org/color-convert/-/color-convert-2.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > @inquirer/confirm@5.1.21 > @inquirer/core@10.3.2 > wrap-ansi@6.2.0 > ansi-styles@4.3.0 > color-convert@2.0.1,NAO_VERIFICADA
color-name,1.1.4,node_modules/color-name,transitiva,true,false,true,false,,,,https://registry.npmjs.org/color-name/-/color-name-1.1.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > @inquirer/confirm@5.1.21 > @inquirer/core@10.3.2 > wrap-ansi@6.2.0 > ansi-styles@4.3.0 > color-convert@2.0.1 > color-name@1.1.4,NAO_VERIFICADA
colorette,2.0.20,node_modules/colorette,transitiva,true,false,true,false,,,,https://registry.npmjs.org/colorette/-/colorette-2.0.20.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > colorette@2.0.20,NAO_VERIFICADA
content-disposition,1.1.0,node_modules/content-disposition,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/content-disposition/-/content-disposition-1.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > content-disposition@1.1.0,NAO_VERIFICADA
content-type,1.0.5,node_modules/content-type,transitiva,true,false,true,false,,,>= 0.6,https://registry.npmjs.org/content-type/-/content-type-1.0.5.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,falha 403 anterior / alternativa versionada (confirmar versão no Nexus) | nome com múltiplas versões: homologar cada versão separadamente,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > content-type@1.0.5,NAO_VERIFICADA
content-type,2.0.0,node_modules/body-parser/node_modules/content-type,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/content-type/-/content-type-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,falha 403 anterior / alternativa versionada (confirmar versão no Nexus) | nome com múltiplas versões: homologar cada versão separadamente,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > body-parser@2.3.0 > content-type@2.0.0,NAO_VERIFICADA
content-type,2.0.0,node_modules/type-is/node_modules/content-type,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/content-type/-/content-type-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,falha 403 anterior / alternativa versionada (confirmar versão no Nexus) | nome com múltiplas versões: homologar cada versão separadamente,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > type-is@2.1.0 > content-type@2.0.0,NAO_VERIFICADA
convert-source-map,1.9.0,node_modules/convert-source-map,transitiva,true,false,true,false,,,,https://registry.npmjs.org/convert-source-map/-/convert-source-map-1.9.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/compiler-cli@21.2.21 > convert-source-map@1.9.0,NAO_VERIFICADA
convert-source-map,2.0.0,node_modules/@babel/core/node_modules/convert-source-map,transitiva,true,false,true,false,,,,https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > @babel/core@7.29.7 > convert-source-map@2.0.0,NAO_VERIFICADA
cookie,0.7.2,node_modules/cookie,transitiva,true,false,true,false,,,>= 0.6,https://registry.npmjs.org/cookie/-/cookie-0.7.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > cookie@0.7.2,NAO_VERIFICADA
cookie-signature,1.2.2,node_modules/cookie-signature,transitiva,true,false,true,false,,,>=6.6.0,https://registry.npmjs.org/cookie-signature/-/cookie-signature-1.2.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > cookie-signature@1.2.2,NAO_VERIFICADA
cors,2.8.6,node_modules/cors,transitiva,true,false,true,false,,,>= 0.10,https://registry.npmjs.org/cors/-/cors-2.8.6.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > cors@2.8.6,NAO_VERIFICADA
cross-spawn,7.0.6,node_modules/cross-spawn,transitiva,true,false,true,false,,,>= 8,https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > cross-spawn@7.0.6,NAO_VERIFICADA
css-select,6.0.0,node_modules/css-select,transitiva,true,false,true,false,,,,https://registry.npmjs.org/css-select/-/css-select-6.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > css-select@6.0.0,NAO_VERIFICADA
css-what,7.0.0,node_modules/css-what,transitiva,true,false,true,false,,,>= 6,https://registry.npmjs.org/css-what/-/css-what-7.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > css-what@7.0.0,NAO_VERIFICADA
debug,4.4.3,node_modules/debug,transitiva,true,false,true,false,,,>=6.0,https://registry.npmjs.org/debug/-/debug-4.4.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > @babel/core@7.29.7 > debug@4.4.3,NAO_VERIFICADA
depd,2.0.0,node_modules/depd,transitiva,true,false,true,false,,,>= 0.8,https://registry.npmjs.org/depd/-/depd-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > depd@2.0.0,NAO_VERIFICADA
detect-libc,2.1.2,node_modules/detect-libc,transitiva,true,true,true,false,,,>=8,https://registry.npmjs.org/detect-libc/-/detect-libc-2.1.2.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > sass@1.97.3 > @parcel/watcher@2.6.0 > detect-libc@2.1.2,NAO_VERIFICADA
dom-serializer,2.0.0,node_modules/dom-serializer,transitiva,true,false,true,false,,,,https://registry.npmjs.org/dom-serializer/-/dom-serializer-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > dom-serializer@2.0.0,NAO_VERIFICADA
domelementtype,2.3.0,node_modules/domelementtype,transitiva,true,false,true,false,,,,https://registry.npmjs.org/domelementtype/-/domelementtype-2.3.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > dom-serializer@2.0.0 > domelementtype@2.3.0,NAO_VERIFICADA
domhandler,5.0.3,node_modules/domhandler,transitiva,true,false,true,false,,,>= 4,https://registry.npmjs.org/domhandler/-/domhandler-5.0.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > domhandler@5.0.3,NAO_VERIFICADA
domutils,3.2.2,node_modules/domutils,transitiva,true,false,true,false,,,,https://registry.npmjs.org/domutils/-/domutils-3.2.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > css-select@6.0.0 > domutils@3.2.2,NAO_VERIFICADA
dunder-proto,1.0.1,node_modules/dunder-proto,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/dunder-proto/-/dunder-proto-1.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-map@1.0.1 > get-intrinsic@1.3.0 > get-proto@1.0.1 > dunder-proto@1.0.1,NAO_VERIFICADA
ee-first,1.1.1,node_modules/ee-first,transitiva,true,false,true,false,,,,https://registry.npmjs.org/ee-first/-/ee-first-1.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > on-finished@2.4.1 > ee-first@1.1.1,NAO_VERIFICADA
electron-to-chromium,1.5.425,node_modules/electron-to-chromium,transitiva,true,false,true,false,,,,https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.425.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > browserslist@4.28.9 > electron-to-chromium@1.5.425,NAO_VERIFICADA
emoji-regex,10.6.0,node_modules/emoji-regex,transitiva,true,false,true,false,,,,https://registry.npmjs.org/emoji-regex/-/emoji-regex-10.6.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/cli@21.2.21 > yargs@18.0.0 > string-width@7.2.0 > emoji-regex@10.6.0,NAO_VERIFICADA
emoji-regex,8.0.0,node_modules/wrap-ansi/node_modules/emoji-regex,transitiva,true,false,true,false,,,,https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > @inquirer/confirm@5.1.21 > @inquirer/core@10.3.2 > wrap-ansi@6.2.0 > string-width@4.2.3 > emoji-regex@8.0.0,NAO_VERIFICADA
encodeurl,2.0.0,node_modules/encodeurl,transitiva,true,false,true,false,,,>= 0.8,https://registry.npmjs.org/encodeurl/-/encodeurl-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > encodeurl@2.0.0,NAO_VERIFICADA
entities,4.5.0,node_modules/entities,transitiva,true,false,true,false,,,>=0.12,https://registry.npmjs.org/entities/-/entities-4.5.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > beasties@0.4.1 > dom-serializer@2.0.0 > entities@4.5.0,NAO_VERIFICADA
entities,6.0.1,node_modules/parse5-html-rewriting-stream/node_modules/entities,transitiva,true,false,true,false,,,>=0.12,https://registry.npmjs.org/entities/-/entities-6.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > parse5-html-rewriting-stream@8.0.0 > entities@6.0.1,NAO_VERIFICADA
entities,7.0.1,node_modules/htmlparser2/node_modules/entities,transitiva,true,false,true,false,,,>=0.12,https://registry.npmjs.org/entities/-/entities-7.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > beasties@0.4.1 > htmlparser2@10.1.0 > entities@7.0.1,NAO_VERIFICADA
entities,8.1.0,node_modules/parse5/node_modules/entities,transitiva,true,false,true,false,,,>=20.19.0,https://registry.npmjs.org/entities/-/entities-8.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > parse5-html-rewriting-stream@8.0.0 > parse5@8.0.1 > entities@8.1.0,NAO_VERIFICADA
env-paths,2.2.1,node_modules/env-paths,transitiva,true,false,true,false,,,>=6,https://registry.npmjs.org/env-paths/-/env-paths-2.2.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/run-script@10.0.4 > node-gyp@12.4.0 > env-paths@2.2.1,NAO_VERIFICADA
environment,1.1.0,node_modules/environment,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/environment/-/environment-1.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > log-update@6.1.0 > ansi-escapes@7.3.0 > environment@1.1.0,NAO_VERIFICADA
es-define-property,1.0.1,node_modules/es-define-property,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > es-define-property@1.0.1,NAO_VERIFICADA
es-errors,1.3.0,node_modules/es-errors,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/es-errors/-/es-errors-1.3.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > es-errors@1.3.0,NAO_VERIFICADA
es-object-atoms,1.1.2,node_modules/es-object-atoms,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-map@1.0.1 > get-intrinsic@1.3.0 > es-object-atoms@1.1.2,NAO_VERIFICADA
esbuild,0.28.1,node_modules/esbuild,transitiva,true,false,true,true,,,>=18,https://registry.npmjs.org/esbuild/-/esbuild-0.28.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,script de instalação declarado: requer avaliação | ferramenta de build: indisponibilidade pode impedir compilação,@angular/build@21.2.21 > esbuild@0.28.1,NAO_VERIFICADA
escalade,3.2.0,node_modules/escalade,transitiva,true,false,true,false,,,>=6,https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > yargs@18.0.0 > escalade@3.2.0,NAO_VERIFICADA
escape-html,1.0.3,node_modules/escape-html,transitiva,true,false,true,false,,,,https://registry.npmjs.org/escape-html/-/escape-html-1.0.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > escape-html@1.0.3,NAO_VERIFICADA
etag,1.8.1,node_modules/etag,transitiva,true,false,true,false,,,>= 0.6,https://registry.npmjs.org/etag/-/etag-1.8.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > etag@1.8.1,NAO_VERIFICADA
eventemitter3,5.0.4,node_modules/eventemitter3,transitiva,true,false,true,false,,,,https://registry.npmjs.org/eventemitter3/-/eventemitter3-5.0.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > eventemitter3@5.0.4,NAO_VERIFICADA
eventsource,3.0.7,node_modules/eventsource,transitiva,true,false,true,false,,,>=18.0.0,https://registry.npmjs.org/eventsource/-/eventsource-3.0.7.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > eventsource@3.0.7,NAO_VERIFICADA
eventsource-parser,3.1.1,node_modules/eventsource-parser,transitiva,true,false,true,false,,,>=18.0.0,https://registry.npmjs.org/eventsource-parser/-/eventsource-parser-3.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > eventsource-parser@3.1.1,NAO_VERIFICADA
exponential-backoff,3.1.3,node_modules/exponential-backoff,transitiva,true,false,true,false,,,,https://registry.npmjs.org/exponential-backoff/-/exponential-backoff-3.1.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/run-script@10.0.4 > node-gyp@12.4.0 > exponential-backoff@3.1.3,NAO_VERIFICADA
express,5.2.1,node_modules/express,transitiva,true,false,true,false,,,>= 18,https://registry.npmjs.org/express/-/express-5.2.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1,NAO_VERIFICADA
express-rate-limit,8.7.0,node_modules/express-rate-limit,transitiva,true,false,true,false,,,>= 16,https://registry.npmjs.org/express-rate-limit/-/express-rate-limit-8.7.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express-rate-limit@8.7.0,NAO_VERIFICADA
fast-deep-equal,3.1.3,node_modules/fast-deep-equal,transitiva,true,false,true,false,,,,https://registry.npmjs.org/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @angular-devkit/core@21.2.21 > ajv@8.18.0 > fast-deep-equal@3.1.3,NAO_VERIFICADA
fast-uri,3.1.7,node_modules/fast-uri,transitiva,true,false,true,false,,,,https://registry.npmjs.org/fast-uri/-/fast-uri-3.1.7.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @angular-devkit/core@21.2.21 > ajv@8.18.0 > fast-uri@3.1.7,NAO_VERIFICADA
fdir,6.5.0,node_modules/fdir,transitiva,true,false,true,false,,,>=12.0.0,https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > tinyglobby@0.2.15 > fdir@6.5.0,NAO_VERIFICADA
finalhandler,2.1.1,node_modules/finalhandler,transitiva,true,false,true,false,,,>= 18.0.0,https://registry.npmjs.org/finalhandler/-/finalhandler-2.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > finalhandler@2.1.1,NAO_VERIFICADA
forwarded,0.2.0,node_modules/forwarded,transitiva,true,false,true,false,,,>= 0.6,https://registry.npmjs.org/forwarded/-/forwarded-0.2.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > proxy-addr@2.0.7 > forwarded@0.2.0,NAO_VERIFICADA
fresh,2.0.0,node_modules/fresh,transitiva,true,false,true,false,,,>= 0.8,https://registry.npmjs.org/fresh/-/fresh-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > fresh@2.0.0,NAO_VERIFICADA
fs-minipass,3.0.3,node_modules/fs-minipass,transitiva,true,false,true,false,,,^14.17.0 || ^16.13.0 || >=18.0.0,https://registry.npmjs.org/fs-minipass/-/fs-minipass-3.0.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > fs-minipass@3.0.3,NAO_VERIFICADA
fsevents,2.3.3,node_modules/fsevents,transitiva,true,true,false,true,darwin,,^8.16.0 || ^10.6.0 || >=11.0.0,https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz,registry.npmjs.org,sha512,EXCLUIDO_WINDOWS_X64,script de instalação declarado: requer avaliação | incompatível com Windows x64 pelos metadados: opcional,@angular/build@21.2.21 > vite@7.3.6 > fsevents@2.3.3,NAO_VERIFICADA
function-bind,1.1.2,node_modules/function-bind,transitiva,true,false,true,false,,,,https://registry.npmjs.org/function-bind/-/function-bind-1.1.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-map@1.0.1 > get-intrinsic@1.3.0 > function-bind@1.1.2,NAO_VERIFICADA
gensync,1.0.0-beta.2,node_modules/gensync,transitiva,true,false,true,false,,,>=6.9.0,https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > @babel/core@7.29.7 > gensync@1.0.0-beta.2,NAO_VERIFICADA
get-caller-file,2.0.5,node_modules/get-caller-file,transitiva,true,false,true,false,,,6.* || 8.* || >= 10.*,https://registry.npmjs.org/get-caller-file/-/get-caller-file-2.0.5.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > yargs@18.0.0 > get-caller-file@2.0.5,NAO_VERIFICADA
get-east-asian-width,1.6.0,node_modules/get-east-asian-width,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/get-east-asian-width/-/get-east-asian-width-1.6.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > yargs@18.0.0 > string-width@7.2.0 > get-east-asian-width@1.6.0,NAO_VERIFICADA
get-intrinsic,1.3.0,node_modules/get-intrinsic,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/get-intrinsic/-/get-intrinsic-1.3.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-map@1.0.1 > get-intrinsic@1.3.0,NAO_VERIFICADA
get-proto,1.0.1,node_modules/get-proto,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/get-proto/-/get-proto-1.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-map@1.0.1 > get-intrinsic@1.3.0 > get-proto@1.0.1,NAO_VERIFICADA
glob,13.0.6,node_modules/glob,transitiva,true,false,true,false,,,18 || 20 || >=22,https://registry.npmjs.org/glob/-/glob-13.0.6.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/package-json@7.0.5 > glob@13.0.6,NAO_VERIFICADA
glob-to-regexp,0.4.1,node_modules/glob-to-regexp,transitiva,true,false,true,false,,,,https://registry.npmjs.org/glob-to-regexp/-/glob-to-regexp-0.4.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > watchpack@2.5.1 > glob-to-regexp@0.4.1,NAO_VERIFICADA
